frame,x,y,z,roll,pitch,yaw
62,0.3832136847567561,0.23227590109657326,40.367977183818496,0.0032273270064328624,0.09744000810889183,0.007217776958825652
63,0.44292056048158335,0.2345138441613111,40.834543325620515,0.0034116647649037176,0.10362312253733687,0.007855221044212837
64,0.4912596904304413,0.2349081457911104,41.27921527552433,0.003222410190986911,0.10991889657280361,0.007382064257638957
65,0.5413689019581113,0.2352399870370868,41.71114474837915,0.004039127963293306,0.11607201924319535,0.007733076191389623
66,0.5971735237114418,0.23490224755527456,42.12552480172874,0.005340696084891244,0.12150505250273445,0.007809954348556149
67,0.6437481156054846,0.23708621416908568,42.54280613690498,0.0058271043237979984,0.12704025487365045,0.008353546881400952
68,0.7038048549156506,0.23753138933737067,42.9391292407822,0.005876587752726646,0.13128798820613038,0.008487020192091353
69,0.7537095088518602,0.23938700408865687,43.3286222878682,0.005691398207087451,0.13475056201604246,0.00862006934312056
70,0.8065259368715649,0.2409196315105639,43.70217869623461,0.005368940322618483,0.1368836853657052,0.009242955979918095
71,0.8528035733707525,0.24302768568783373,44.06131490221787,0.005147035899995869,0.1374368819082897,0.0097376394273074
72,0.9032667838928584,0.24445716610685664,44.40646725802218,0.004880816106881571,0.13599376485242537,0.010185025480992522
73,0.9473761001844304,0.24608051508925463,44.73294928639687,0.004496449537587677,0.13317474780121685,0.010314612061899221
74,0.9854999910251566,0.2467445670428245,45.042167020144596,0.004132465311328604,0.12886513405171013,0.01047344855778694
75,1.0166490303493896,0.24796686450079364,45.33396691340952,0.0038018165730274154,0.12284175910169187,0.010552144119966755
76,1.043976589948119,0.24971917205329347,45.608187890322895,0.0031665483953607554,0.11545171705182235,0.010577948635446512
77,1.065749005088119,0.25101722853396014,45.86223890654966,0.0030067008327449175,0.10708135920671129,0.009860385264750129
78,1.0825472331467023,0.2518130756607523,46.09577349593878,0.002692592305514511,0.09839725718215146,0.008988524167798634
79,1.0957146826730693,0.2516318465806727,46.30790857607666,0.002455975866270692,0.08994251770463879,0.00799384683533317
80,1.1042531484334588,0.25166864916913423,46.50009647674432,0.0023135512480357673,0.08186777375707188,0.007131808533915399
81,1.1085749820654136,0.25154189504600377,46.673220595371994,0.0023000244239875516,0.07389791235594236,0.006305842251664856
82,1.1118762774371969,0.2505357755763437,46.826695144337116,0.0025091646517958806,0.06560484139721436,0.006095599646289299
83,1.1138815136398108,0.24981363941777113,46.97412788177468,0.00423581695026417,0.05619862141870655,0.005846352720846922
84,1.1129367829017063,0.2480517827423348,47.11868245264714,0.0063695576624018865,0.046427185887155185,0.005180285982179093
85,1.108784647388115,0.2462462209099177,47.26142341117608,0.007291916505171267,0.03616565156925578,0.004978710339155492
86,1.103760981886849,0.2458960152340932,47.406733176120035,0.006775969365262376,0.02441345760663644,0.005238640141717571
87,1.0953587054714589,0.24605772480960242,47.55300320617653,0.006357770038592306,0.011842963985338911,0.005873017245122105
88,1.0837014415821433,0.24574344724069938,47.69757818855443,0.006318895793169426,-0.0015346562685324085,0.006031754504391913
89,1.0691932645201936,0.2457819531998851,47.84286482193171,0.005842730513122243,-0.016181552723916102,0.005758425872315323
90,1.0506731316276245,0.24570190136856562,47.987923945415474,0.005458707907493113,-0.031512075847168045,0.005325051542755255
91,1.0275471496037365,0.24693473104311783,48.13242793931828,0.005521605556786025,-0.04722048583324482,0.004827475724233168
92,1.0013730205774294,0.24806646132564258,48.27834520281666,0.005947366053172523,-0.06393713765551653,0.004163397245901733
93,0.9734056709746366,0.24923742561580514,48.4287478129742,0.006424886612759206,-0.08170024215749257,0.0033365995086061303
94,0.9447272597171646,0.2508615931762123,48.58569860891694,0.00710935761274987,-0.10036915743801597,0.0032272426440181304
95,0.9098168047972386,0.2507419020135788,48.752844993659444,0.007845452258596265,-0.11992392268193329,0.003245916503980815
96,0.8691513146150978,0.2519865381191489,48.93120768796857,0.008221097734783812,-0.14063831054122516,0.0032054029963340777
97,0.8228122219267475,0.2541103463531078,49.12245537012201,0.008186736031293445,-0.16233956659434431,0.0028703400072413398
98,0.7702595061543231,0.2542750024692376,49.323274147145305,0.008091615164955884,-0.1847920759492259,0.0033907867108633697
99,0.7112330013654046,0.25427338005693434,49.533423576809,0.008446949868249032,-0.2085528264361895,0.003913907908308105
100,0.6439348497450584,0.25501799742058595,49.75242649923,0.008589807666209242,-0.23374889283207007,0.004047927237293989
101,0.5626549177384954,0.25658004957432756,49.98281239535524,0.008692992904245031,-0.2602922980097271,0.0030854592029404266
102,0.46817922295267356,0.2588105733818193,50.223747180685294,0.00965086700065385,-0.28844902031453945,0.0010934211935950662
103,0.3607245794574917,0.2597823563193654,50.47660021105306,0.0114130442908702,-0.31857167193836466,-0.0010946617806771764
104,0.24119443729727083,0.26174616807264,50.743173956739994,0.012252600741874778,-0.35084244689583133,-0.0021196924301595194
105,0.1088019720951362,0.263948260296222,51.02873709328431,0.011410738451848838,-0.3852818527671022,0.0004891408458594537
106,-0.04113354993432547,0.26561883806986436,51.32570955906224,0.009096625043865025,-0.4218905839934866,0.0042782002491317285
107,-0.21171304728501636,0.26782807348382826,51.63723071901833,0.00665209263714164,-0.4604633082734428,0.007533880929976196
108,-0.41218996310157496,0.270099731073997,51.95541083860936,0.00570530368092322,-0.5008357021887325,0.007628394019445823
109,-0.6394045965094047,0.2725440976151427,52.273109637021875,0.004614938451989787,-0.5426466946581671,0.005347144296499383
110,-0.8906083334911596,0.2775535658638357,52.595531694797124,0.0024658031527094683,-0.5850819735420988,0.002220914110075015
111,-1.162075310207733,0.2841121611866033,52.91589956549197,0.0006950830267084975,-0.6276672615994379,-0.001983858578123004
112,-1.4438600747884403,0.29047141444892194,53.22713087599458,-0.0014667909910272006,-0.6707240962917722,-0.0028845618590134505
113,-1.7391913092841733,0.299057279666505,53.532666945867646,-0.0030473099424162967,-0.7138343899509917,-0.0011855197942621724
114,-2.0476192153699624,0.305766068054154,53.82375894281379,-0.006387069197807973,-0.7574161484132127,0.0017634413182307889
115,-2.3736447234105813,0.31223206199381337,54.109927645442944,-0.01139164616003174,-0.8016150333721147,0.005048148454385882
116,-2.7149945842779255,0.3189628377407804,54.38032592896409,-0.015139671237347548,-0.8456834696163373,0.007476966110682723
117,-3.0725965361157024,0.32814207633154807,54.63510484219871,-0.016990421837722276,-0.8896683686152835,0.008633203643143642
118,-3.445843967162205,0.33895327514124424,54.881353931850505,-0.02005658035763105,-0.934088708998059,0.011267342530790286
119,-3.829654984448761,0.346985889005681,55.107890033016616,-0.02299322679615662,-0.9785011787542073,0.013714774886124922
120,-4.22682202817344,0.3549676781971978,55.31684661861017,-0.027183891442898223,-1.022329474282806,0.017552581074346055
121,-4.63676587498914,0.3635485179714824,55.510707486852716,-0.03314869335269426,-1.0657658535677086,0.022057621799346134
122,-5.057535394611596,0.37235469997768295,55.69202493085272,-0.041185367585333754,-1.108641269730542,0.029261589500700774
123,-5.488345125016585,0.3813404921690133,55.8568646810484,-0.04821984231677158,-1.151207304106883,0.03694603000354236
124,-5.93010715725988,0.39217057544429884,56.00535127195924,-0.05581658309696402,-1.1932428697649036,0.04443809980382858
125,-6.383012025455421,0.4022650451933764,56.1395393971928,-0.06396545598420982,-1.2338219604361156,0.05242227320329572
126,-6.8475572298829235,0.4134688902562718,56.26142716878034,-0.0735498298654909,-1.272576624620295,0.06147571221826156
127,-7.3187965889707005,0.42400156849771503,56.36447401335587,-0.0840655177225923,-1.310207694602081,0.07160808755078013
128,-7.8067788864380026,0.43388889004652414,56.46305188182957,-0.10206022804444483,-1.3466482503285533,0.08959628809187951
129,-8.298444038197431,0.4438893094209723,56.5414393585032,-0.12855758535416045,-1.380867623425051,0.11628280328192944
130,-8.80109491879952,0.4560704822524852,56.60169446606533,-0.14662171036340632,-1.4129057048301275,0.13311518639377817
