match_id,u_i,v_i,u_j,v_j
44,652.5328979492188,82.10757446289062,684.8178100585938,79.42813873291016
45,418.5589904785156,211.9827117919922,449.5266418457031,211.0892333984375
46,538.7478637695312,264.1109619140625,570.892578125,265.0575866699219
47,772.7646484375,167.92359924316406,814.5790405273438,165.92723083496094
48,716.0549926757812,215.47409057617188,755.8187866210938,215.44091796875
49,651.887939453125,222.17286682128906,688.1213989257812,222.28543090820312
50,870.927978515625,36.34938430786133,914.55859375,29.169811248779297
51,506.8088073730469,219.79798889160156,537.9786376953125,219.42459106445312
52,674.6339111328125,248.02841186523438,712.0947265625,249.663330078125
53,335.7455749511719,228.26507568359375,368.4471130371094,227.07919311523438
54,694.0359497070312,108.63492584228516,727.2808227539062,106.03404998779297
55,234.58091735839844,224.90383911132812,270.0863037109375,223.48342895507812
56,467.29608154296875,160.2333526611328,499.5793762207031,158.9839630126953
57,635.9409790039062,308.9334716796875,672.78125,313.9457092285156
58,224.31451416015625,181.92079162597656,261.26922607421875,180.97999572753906
59,500.8762512207031,115.91622924804688,532.3351440429688,114.65289306640625
60,587.829833984375,143.71380615234375,619.7886352539062,142.09249877929688
61,183.88323974609375,181.06492614746094,221.90447998046875,179.95162963867188
62,629.34130859375,235.6285400390625,664.1633911132812,236.21395874023438
63,750.9306640625,239.87570190429688,792.289306640625,241.2699737548828
64,346.424560546875,233.5298614501953,378.4526062011719,232.43240356445312
65,946.5890502929688,311.786865234375,1008.7996826171875,320.38385009765625
66,408.2768249511719,191.2079315185547,439.79534912109375,189.6079559326172
67,612.3283081054688,255.158203125,646.275390625,256.03729248046875
68,542.0858154296875,204.00225830078125,574.3267822265625,203.18373107910156
69,790.9022827148438,201.1244354248047,834.0068969726562,200.86740112304688
70,422.76513671875,110.00537109375,455.0953369140625,108.87216186523438
71,533.44580078125,183.89451599121094,565.0281372070312,182.9891815185547
72,226.18698120117188,196.20494079589844,263.1739196777344,195.05746459960938
73,481.22833251953125,219.55641174316406,512.1101684570312,219.00738525390625
74,417.2666320800781,139.15867614746094,449.8484191894531,137.85494995117188
75,288.9343566894531,212.28875732421875,322.76361083984375,211.0802459716797
76,331.4443664550781,227.9794464111328,364.040771484375,226.81626892089844
77,742.4508666992188,261.0168762207031,782.7019653320312,263.5243225097656
78,624.4622192382812,249.966552734375,658.61669921875,251.2761688232422
79,521.859375,204.365966796875,553.6376953125,203.5497589111328
80,431.2046203613281,142.0121612548828,463.6926574707031,140.9064178466797
81,437.6097412109375,137.80526733398438,470.0097961425781,136.80612182617188
82,609.910888671875,185.3032684326172,642.9525756835938,184.14932250976562
83,390.7601013183594,107.68060302734375,423.7649230957031,106.98693084716797
84,784.1417236328125,168.4146270751953,826.7710571289062,166.49777221679688
85,511.5928649902344,204.9405517578125,543.6371459960938,203.9431610107422
86,555.83056640625,285.73663330078125,588.525634765625,288.05474853515625
87,721.7442626953125,163.79270935058594,761.5884399414062,161.6788330078125
88,665.6087036132812,277.5893249511719,702.0614624023438,280.448974609375
89,255.35421752929688,86.12176513671875,291.8520202636719,86.27826690673828
90,812.603271484375,289.8387145996094,860.3641357421875,294.77215576171875
91,422.5792236328125,145.60853576660156,455.0846252441406,144.39134216308594
92,429.4478454589844,133.96701049804688,461.8545837402344,132.95758056640625
93,1149.7294921875,257.2112121582031,1226.7745361328125,261.2955627441406
94,536.0113525390625,261.6466979980469,567.997802734375,262.48260498046875
95,585.685791015625,193.71356201171875,618.4116821289062,192.64418029785156
96,455.32891845703125,234.56431579589844,486.4372863769531,234.01693725585938
97,571.1317138671875,190.39175415039062,603.7507934570312,189.3939208984375
98,762.0703125,285.9178161621094,805.1044921875,289.91168212890625
99,461.056396484375,228.62400817871094,492.0911865234375,228.14410400390625
100,544.7542114257812,247.23031616210938,577.6761474609375,247.353271484375
101,231.35455322265625,197.7665557861328,267.84130859375,196.27447509765625
102,720.529052734375,231.03355407714844,760.595947265625,231.9795684814453
103,726.8629760742188,97.51778411865234,761.1651611328125,94.20805358886719
104,688.8927001953125,221.5056915283203,727.0386962890625,221.9820098876953
105,1017.7665405273438,70.87626647949219,1074.2962646484375,63.1539421081543
106,475.8941650390625,212.25059509277344,507.0527038574219,211.50375366210938
107,576.8336791992188,279.7674560546875,609.9221801757812,281.7984313964844
108,457.1435852050781,248.83482360839844,487.7613830566406,248.25143432617188
109,791.8143310546875,61.96698760986328,826.5485229492188,58.36098861694336
110,721.489501953125,169.37022399902344,761.6986083984375,167.41542053222656
111,532.3944702148438,202.7310333251953,564.3203125,202.06898498535156
112,431.2046203613281,142.0121612548828,463.6926574707031,140.9064178466797
113,725.2146606445312,158.3799285888672,765.1289672851562,156.042236328125
114,661.86083984375,229.37261962890625,698.5342407226562,230.10610961914062
115,876.88525390625,346.7589111328125,936.3622436523438,359.1091003417969
116,504.2074279785156,281.90875244140625,535.9010009765625,283.953125
117,410.8636474609375,269.12579345703125,440.951416015625,269.5832214355469
118,459.6680603027344,226.07481384277344,490.53076171875,225.53652954101562
119,506.41326904296875,248.9495391845703,537.7279663085938,249.31781005859375
120,504.16412353515625,119.96742248535156,536.0146484375,118.3569564819336
121,20.985715866088867,204.8592987060547,63.70697021484375,203.3603973388672
122,510.016845703125,266.0809020996094,541.2048950195312,267.0150146484375
123,186.09536743164062,225.43316650390625,221.65850830078125,224.09088134765625
124,702.3025512695312,78.7415542602539,736.0281372070312,75.54004669189453
125,392.2799377441406,229.48399353027344,423.5173645019531,228.46022033691406
126,584.5594482421875,286.6159362792969,617.7719116210938,289.2507019042969
127,298.85791015625,191.61827087402344,332.43817138671875,190.37405395507812
128,668.7163696289062,200.71043395996094,705.7821044921875,200.25494384765625
129,607.761962890625,222.95274353027344,641.4609985351562,222.92440795898438
130,183.02125549316406,74.60260009765625,219.9291229248047,74.93458557128906
131,784.2608642578125,332.5301818847656,832.9879150390625,341.842041015625
132,718.4876098632812,94.76494598388672,752.9603881835938,92.0514144897461
133,508.1516418457031,239.6885528564453,539.7050170898438,239.80421447753906
134,553.4326782226562,200.5310821533203,585.77783203125,199.77108764648438
135,1080.3641357421875,237.31491088867188,1145.6943359375,239.51998901367188
136,150.91522216796875,217.8739471435547,187.51336669921875,216.52694702148438
137,326.1070556640625,190.4934539794922,358.8369140625,189.5074920654297
138,643.9651489257812,310.4792175292969,681.2056274414062,315.6773681640625
139,425.0374755859375,112.15632629394531,457.5165710449219,111.11408996582031
140,226.1074981689453,189.44395446777344,262.9571228027344,188.5070343017578
141,475.8941650390625,212.25059509277344,507.0527038574219,211.50375366210938
142,492.5008544921875,164.02737426757812,524.13671875,162.59024047851562
143,344.0938415527344,204.13140869140625,376.50384521484375,203.12843322753906
144,282.1693115234375,224.30227661132812,316.2590637207031,222.9229278564453
145,760.5844116210938,78.72307586669922,795.944580078125,75.22283172607422
146,233.39193725585938,78.06410217285156,271.14141845703125,78.6982421875
147,358.7861022949219,222.56483459472656,391.077392578125,221.66119384765625
148,501.3353576660156,292.99462890625,531.9462890625,295.6850891113281
149,787.4000854492188,339.1119384765625,836.6541748046875,348.994140625
150,143.06069946289062,159.03587341308594,185.07498168945312,158.50254821777344
151,401.2817687988281,223.3271942138672,432.4296569824219,222.52305603027344
152,455.1397399902344,165.1024932861328,486.7796325683594,163.70216369628906
153,573.1663818359375,272.7897644042969,606.8519897460938,274.3836364746094
154,500.7803649902344,225.1176300048828,532.1962280273438,224.8734588623047
155,545.5717163085938,234.9636993408203,577.84814453125,234.79811096191406
156,939.1951904296875,311.3951416015625,1000.9063110351562,319.8791198730469
157,405.5811462402344,114.26716613769531,438.4627990722656,113.361083984375
158,1016.4961547851562,26.088769912719727,1071.400146484375,15.857012748718262
159,467.8157958984375,175.9046630859375,499.1885681152344,174.56358337402344
160,1128.861328125,226.75198364257812,1199.985107421875,227.6189727783203
161,680.3818969726562,248.4612274169922,717.8636474609375,249.852783203125
162,525.7782592773438,195.98284912109375,557.8872680664062,195.09519958496094
163,629.5923461914062,298.3146667480469,665.5176391601562,302.4185485839844
164,343.90582275390625,183.1336212158203,376.4748229980469,182.12005615234375
165,795.2985229492188,63.282474517822266,830.12451171875,59.64821243286133
166,487.93670654296875,271.34588623046875,518.8697509765625,272.4378967285156
167,569.9357299804688,203.80149841308594,602.3696899414062,203.14492797851562
168,581.8485717773438,281.0777587890625,615.4752807617188,283.342041015625
169,380.6585998535156,113.1275634765625,414.2955627441406,112.40017700195312
170,532.0253295898438,281.38055419921875,563.9324340820312,283.4330139160156
171,395.91534423828125,199.98123168945312,427.74652099609375,198.75936889648438
172,473.6851806640625,253.05191040039062,504.73199462890625,252.8820343017578
173,975.4853515625,103.72551727294922,1029.397705078125,97.95877838134766
174,303.3641662597656,90.08631134033203,337.9638977050781,90.24466705322266
175,283.47491455078125,147.28640747070312,318.4266662597656,146.3953857421875
176,1075.4769287109375,153.69325256347656,1140.1566162109375,150.41648864746094
177,460.5279541015625,237.792236328125,492.5511779785156,237.76309204101562
178,516.1298828125,119.4293212890625,547.8497924804688,117.7680892944336
179,461.7622375488281,287.862548828125,493.04217529296875,290.0428161621094
180,1102.4033203125,184.7798309326172,1170.2374267578125,183.42323303222656
181,715.6887817382812,321.9682922363281,757.823974609375,329.0440979003906
182,1052.6473388671875,252.29226684570312,1117.1534423828125,255.37014770507812
183,828.7784423828125,338.72314453125,881.9973754882812,349.23736572265625
184,279.7862243652344,144.62403869628906,314.9395446777344,143.76844787597656
185,759.9180908203125,82.66481018066406,794.800537109375,78.8509521484375
186,363.3385314941406,106.57273864746094,396.96466064453125,106.00480651855469
187,470.9044494628906,119.43498229980469,502.43408203125,118.41852569580078
188,1021.0911865234375,100.87297058105469,1078.871337890625,94.63044738769531
189,1039.953857421875,322.0690002441406,1114.9700927734375,333.16558837890625
190,709.1028442382812,163.08900451660156,748.1648559570312,160.91737365722656
191,540.49169921875,267.0332946777344,572.6783447265625,268.10235595703125
192,502.62384033203125,146.91180419921875,534.4025268554688,145.3927001953125
193,684.2174072265625,281.0567321777344,721.614501953125,284.15045166015625
194,637.3031005859375,311.7738952636719,674.0787353515625,316.9759826660156
195,746.1744384765625,81.13133239746094,780.8056640625,77.51020050048828
196,828.3807373046875,123.06840515136719,870.6683959960938,119.07598876953125
197,689.4906616210938,264.9307556152344,726.9869384765625,266.91546630859375
198,331.4443664550781,227.9794464111328,364.040771484375,226.81626892089844
199,505.0425109863281,275.48565673828125,536.8282470703125,277.08258056640625
200,640.6622924804688,212.0639190673828,676.2232055664062,211.61277770996094
201,407.53033447265625,211.19761657714844,438.5771789550781,210.30140686035156
202,771.5824584960938,242.75955200195312,813.802734375,244.4798126220703
203,594.2698974609375,139.6757354736328,626.1607666015625,138.06153869628906
204,408.5884704589844,205.59201049804688,439.5643310546875,204.6202850341797
205,521.86767578125,190.03140258789062,553.5297241210938,188.85948181152344
206,559.3707275390625,174.826416015625,591.1873779296875,173.70391845703125
207,512.1543579101562,277.2063293457031,543.6385498046875,278.7639465332031
208,690.24951171875,284.27215576171875,729.5867919921875,287.6822509765625
209,642.8783569335938,224.732421875,679.1021118164062,225.23141479492188
210,429.13055419921875,138.2743377685547,461.6235656738281,137.14564514160156
211,303.3382263183594,222.17822265625,336.98614501953125,220.94644165039062
212,747.3060913085938,322.1991882324219,792.2374267578125,329.6920166015625
213,974.8697509765625,89.32685852050781,1027.781005859375,83.13655090332031
214,251.8143768310547,224.9001922607422,286.66412353515625,223.5121612548828
215,495.5832214355469,244.28550720214844,526.83447265625,244.33474731445312
216,704.2124633789062,319.9896545410156,745.53173828125,326.7607116699219
217,504.16412353515625,119.96742248535156,536.0146484375,118.3569564819336
218,390.63226318359375,100.02394104003906,423.5928039550781,98.81895446777344
219,1137.2947998046875,57.283267974853516,1203.786865234375,47.63459014892578
220,675.5435791015625,320.58056640625,715.2488403320312,327.2210998535156
221,168.22280883789062,76.26634979248047,205.5150604248047,76.34925079345703
222,505.89935302734375,196.97689819335938,536.5863037109375,196.46084594726562
223,453.976318359375,228.8052520751953,485.0002746582031,228.2214813232422
224,635.6409301757812,92.20489501953125,667.892333984375,89.92654418945312
225,730.3583374023438,83.30830383300781,764.527099609375,80.07489013671875
226,1106.3748779296875,240.30006408691406,1175.702392578125,242.9527587890625
227,382.5872802734375,263.8913269042969,412.5221862792969,263.843505859375
228,539.5337524414062,258.3888854980469,571.5255737304688,259.0743408203125
229,251.82211303710938,79.82395935058594,288.4071044921875,80.68898010253906
230,863.1043701171875,350.991943359375,921.522705078125,363.6534118652344
231,490.1672058105469,280.4595642089844,521.3373413085938,282.20794677734375
232,438.3421325683594,143.6690673828125,470.7653503417969,142.73858642578125
233,439.9282531738281,230.40419006347656,470.9589538574219,229.85838317871094
234,607.4873657226562,274.77471923828125,641.9793090820312,276.77227783203125
235,470.0367126464844,140.9552764892578,502.100341796875,139.7036590576172
236,771.406005859375,188.2517852783203,813.908935546875,187.29571533203125
237,391.94921875,213.75338745117188,423.7735900878906,212.5079345703125
238,1137.8206787109375,30.07131004333496,1205.707275390625,18.747283935546875
239,917.9772338867188,178.4921112060547,966.7760009765625,176.9300537109375
240,741.223388671875,229.20404052734375,781.7786865234375,230.2570037841797
241,743.0674438476562,189.8280792236328,784.0571899414062,188.94061279296875
242,1102.961181640625,244.03915405273438,1172.3450927734375,246.73696899414062
243,390.7601013183594,107.68060302734375,423.7649230957031,106.98693084716797
244,724.4994506835938,87.52604675292969,759.0023803710938,84.29117584228516
245,694.1962890625,91.73686218261719,727.6670532226562,88.79228973388672
246,718.8455200195312,325.0775451660156,761.3271484375,332.4257507324219
247,572.0618286132812,294.5173645019531,605.6919555664062,297.91387939453125
248,673.931640625,304.5124816894531,712.8065185546875,309.3072509765625
249,374.2844543457031,120.84220123291016,407.68377685546875,120.24022674560547
250,716.8694458007812,164.7853240966797,756.4376831054688,162.9375457763672
251,547.184326171875,268.42657470703125,579.4871826171875,269.6602783203125
252,1086.77294921875,237.65283203125,1152.9072265625,239.99224853515625
253,582.6907348632812,277.9782409667969,616.1539306640625,280.17620849609375
254,1038.990966796875,252.21556091308594,1102.3087158203125,255.40599060058594
255,521.2432861328125,276.49560546875,552.2810668945312,278.0841369628906
256,185.17562866210938,43.42527389526367,222.11740112304688,43.82768249511719
257,1069.6016845703125,320.24359130859375,1147.1719970703125,331.10552978515625
258,774.9596557617188,206.2613067626953,817.2612915039062,206.08157348632812
259,363.4772033691406,189.4004669189453,395.60528564453125,188.22877502441406
260,340.1092529296875,198.05540466308594,372.3912353515625,196.95579528808594
261,317.0303955078125,226.99684143066406,350.16461181640625,225.84190368652344
262,476.3462219238281,285.3939208984375,506.3962097167969,287.0373229980469
263,498.25628662109375,207.28579711914062,529.5326538085938,206.80027770996094
264,773.8222045898438,67.64823150634766,808.2500610351562,64.07926177978516
265,807.8052368164062,294.97149658203125,855.3488159179688,300.27520751953125
266,1016.5980834960938,39.36960220336914,1071.327392578125,30.077680587768555
267,589.1373291015625,174.3652801513672,621.4894409179688,172.90570068359375
268,735.0203857421875,320.3296813964844,779.0153198242188,327.5723876953125
269,487.1201171875,140.15269470214844,518.8048095703125,138.8878936767578
270,315.5074157714844,233.25112915039062,348.55908203125,232.07168579101562
271,870.1436157226562,248.60321044921875,923.2609252929688,251.6880340576172
272,361.8360900878906,151.40415954589844,395.3218994140625,150.46827697753906
273,521.305419921875,116.82007598876953,552.807373046875,115.24090576171875
274,1086.890625,239.16539001464844,1157.3271484375,241.5043182373047
275,756.45947265625,73.39788055419922,791.2828369140625,69.77108764648438
276,200.8418731689453,188.1621551513672,239.1172332763672,186.94479370117188
277,589.3135986328125,261.9601745605469,622.6754760742188,263.1306457519531
278,804.2156372070312,293.4537048339844,850.581787109375,298.65875244140625
279,410.3940734863281,119.67176055908203,443.06719970703125,118.70071411132812
280,1030.8115234375,162.52049255371094,1089.796630859375,159.7807159423828
281,864.9681396484375,99.56754302978516,908.1123657226562,94.92713165283203
282,651.3935546875,214.572509765625,687.497314453125,214.59848022460938
283,459.71673583984375,205.0061798095703,490.8051452636719,204.3038787841797
284,607.0423583984375,265.12677001953125,641.1458740234375,266.596435546875
285,646.2150268554688,313.23883056640625,683.370849609375,318.5224914550781
286,940.2454223632812,92.52713775634766,989.873046875,86.68497467041016
287,443.44610595703125,126.66168212890625,476.029541015625,125.65133666992188
288,328.58953857421875,187.12266540527344,361.5896911621094,185.99801635742188
289,309.24725341796875,226.9046173095703,342.4562072753906,225.52774047851562
290,743.37109375,326.1228332519531,788.0403442382812,333.9996032714844
291,453.0677795410156,219.6348419189453,483.9034423828125,218.97837829589844
292,1108.5926513671875,247.06971740722656,1179.084228515625,249.94984436035156
293,1088.7884521484375,192.64776611328125,1154.450927734375,191.98292541503906
294,637.3031005859375,311.7738952636719,674.0787353515625,316.9759826660156
295,508.99200439453125,290.6850891113281,540.3209228515625,293.14056396484375
296,768.400146484375,320.05010986328125,814.4757080078125,327.6630859375
297,426.8501892089844,195.89036560058594,459.0343933105469,195.01905822753906
298,362.52227783203125,112.5155029296875,396.1331481933594,111.76356506347656
299,280.11016845703125,168.4013671875,315.7169494628906,167.44400024414062
300,344.03759765625,185.96942138671875,376.3282775878906,184.7882080078125
301,51.91219711303711,164.55958557128906,99.14293670654297,163.90121459960938
302,795.2985229492188,63.282474517822266,830.12451171875,59.64821243286133
303,862.0820922851562,115.48966979980469,905.9589233398438,111.35916137695312
304,938.8885498046875,98.46910858154297,987.7056884765625,93.12092590332031
305,1010.7427978515625,134.406005859375,1066.822509765625,130.2056884765625
306,323.71929931640625,101.5594253540039,358.2055969238281,101.15729522705078
307,386.5517578125,268.3746337890625,416.4106750488281,268.64837646484375
308,798.3433837890625,292.3429870605469,845.0098876953125,297.50665283203125
309,650.4879150390625,92.74807739257812,682.9055786132812,90.33735656738281
310,414.5125427246094,114.93875122070312,447.12786865234375,113.9209976196289
311,1047.14990234375,338.1124267578125,1126.1243896484375,351.48248291015625
312,245.7827606201172,80.10015106201172,282.95050048828125,80.57445526123047
313,799.4671020507812,60.80766677856445,834.5980834960938,57.27415466308594
314,508.9636535644531,214.92457580566406,540.465576171875,214.39308166503906
315,401.85040283203125,143.32945251464844,434.9200134277344,142.35467529296875
316,909.830322265625,150.86415100097656,958.4063720703125,148.03338623046875
317,309.94482421875,226.54556274414062,343.1114196777344,225.18711853027344
318,693.8424682617188,323.44512939453125,734.7557983398438,330.1443786621094
319,485.4412536621094,232.8517608642578,516.8590698242188,232.59112548828125
320,1045.47265625,104.5043716430664,1105.88671875,98.3975601196289
321,593.1909790039062,265.7580871582031,626.841552734375,267.07354736328125
322,605.7344970703125,204.1421661376953,639.1290893554688,203.45816040039062
323,1040.8875732421875,148.8551788330078,1100.5631103515625,145.6753387451172
324,299.95758056640625,212.25790405273438,333.7159423828125,211.0361785888672
325,754.6519165039062,328.08056640625,800.165771484375,336.35894775390625
326,1080.94091796875,65.67425537109375,1143.926513671875,57.25271224975586
327,739.40234375,233.28013610839844,780.5541381835938,234.12457275390625
328,593.6572875976562,187.99501037597656,626.17919921875,186.74969482421875
329,281.6800842285156,154.38743591308594,317.1534423828125,153.34808349609375
330,367.2547912597656,141.34657287597656,400.20281982421875,140.47055053710938
331,489.2386474609375,168.78880310058594,520.905029296875,167.5055389404297
332,651.3935546875,214.572509765625,687.497314453125,214.59848022460938
333,386.5517578125,268.3746337890625,416.4106750488281,268.64837646484375
334,830.6040649414062,34.575252532958984,871.7338256835938,27.968364715576172
335,843.1234130859375,298.0311279296875,893.3491821289062,303.92303466796875
336,569.4043579101562,250.24459838867188,601.8981323242188,251.3453369140625
337,390.6232604980469,189.68572998046875,421.281982421875,188.34523010253906
338,832.6575317382812,130.27093505859375,874.97412109375,126.58470153808594
339,1109.01123046875,49.9803581237793,1173.797607421875,39.989322662353516
340,340.424072265625,258.7666931152344,371.4815368652344,258.60498046875
341,909.6915893554688,327.31988525390625,970.1560668945312,337.3845520019531
342,510.88623046875,115.74085235595703,542.237060546875,114.2496337890625
343,719.4486083984375,322.01666259765625,762.0438842773438,329.1742248535156
344,647.5764770507812,305.10479736328125,685.1744995117188,310.0792236328125
345,934.3579711914062,353.3343505859375,1001.9734497070312,367.8797912597656
346,573.9466552734375,138.1082000732422,605.726806640625,136.2445831298828
347,265.7792053222656,157.49305725097656,301.75177001953125,157.2716827392578
348,562.40869140625,265.2001647949219,595.0594482421875,266.37481689453125
349,215.98577880859375,86.9052734375,253.61129760742188,87.4998550415039
350,1109.001220703125,220.51339721679688,1177.2491455078125,221.452880859375
351,1137.567626953125,233.563720703125,1208.75146484375,235.9877166748047
352,1026.874267578125,240.06568908691406,1090.022216796875,242.25546264648438
353,282.1693115234375,224.30227661132812,316.2590637207031,222.9229278564453
354,666.2637939453125,213.98158264160156,703.3639526367188,214.01805114746094
355,281.6800842285156,154.38743591308594,317.1534423828125,153.34808349609375
356,347.4559326171875,195.89529418945312,379.6534118652344,194.76116943359375
357,1010.2461547851562,56.900325775146484,1066.153076171875,48.44617462158203
358,534.8386840820312,120.34152221679688,566.4327392578125,118.4051742553711
359,287.9552307128906,191.9526824951172,322.1481018066406,190.8171844482422
360,693.2548217773438,83.38359069824219,726.614013671875,80.36504364013672
361,583.9556884765625,173.67945861816406,616.0060424804688,172.44200134277344
362,743.869873046875,255.84469604492188,784.9246826171875,258.1074523925781
363,253.77886962890625,101.80831909179688,289.628173828125,101.49095153808594
364,351.6397399902344,189.2953338623047,383.9480285644531,188.1729736328125
365,258.9504699707031,238.06326293945312,292.6728210449219,236.91526794433594
366,612.140869140625,274.14013671875,646.3172607421875,276.0536193847656
367,288.4053955078125,169.77879333496094,323.81390380859375,168.8743896484375
368,677.45654296875,262.944091796875,714.5079345703125,265.06268310546875
369,481.3363342285156,140.49041748046875,513.0851440429688,139.09425354003906
370,650.6180419921875,86.26565551757812,683.0401611328125,83.64273834228516
371,289.6064147949219,246.8852996826172,321.6617736816406,246.16749572753906
372,542.328369140625,261.9787292480469,574.4231567382812,262.9176025390625
373,176.12051391601562,53.330482482910156,213.5940704345703,53.91348648071289
374,117.9428482055664,63.109642028808594,157.28753662109375,63.7453498840332
375,503.6330871582031,174.0309600830078,534.9797973632812,172.85333251953125
376,192.9649658203125,62.942142486572266,229.82254028320312,63.17436599731445
377,197.3787078857422,52.385440826416016,234.03756713867188,52.80490493774414
378,309.05084228515625,233.8447723388672,341.833251953125,232.67294311523438
379,15.65594482421875,233.68341064453125,58.053138732910156,231.89974975585938
380,969.2714233398438,63.49208450317383,1020.69921875,56.080322265625
381,280.0978698730469,140.8905792236328,314.9472351074219,140.1566925048828
382,307.3904724121094,218.90098571777344,341.0836181640625,217.45626831054688
383,558.7978515625,204.26324462890625,591.1309204101562,203.53770446777344
384,536.6072998046875,229.46737670898438,568.48974609375,229.59829711914062
385,798.4408569335938,198.8270721435547,841.8300170898438,198.2119903564453
386,679.5099487304688,116.80866241455078,713.0027465820312,114.43190002441406
387,381.93798828125,267.8065185546875,412.1130065917969,268.1385803222656
388,799.3948974609375,128.7274627685547,839.54296875,126.12217712402344
389,439.9282531738281,230.40419006347656,470.9589538574219,229.85838317871094
390,376.0310363769531,267.0589599609375,405.84814453125,267.1767883300781
391,1087.483642578125,168.65782165527344,1153.5855712890625,166.0452117919922
392,833.1697998046875,236.9463653564453,881.7620239257812,239.71127319335938
393,653.1493530273438,314.10003662109375,690.9993896484375,319.62396240234375
394,724.5341186523438,225.42527770996094,764.662109375,226.1715850830078
395,385.7003173828125,200.90213012695312,417.9324035644531,199.63160705566406
396,191.28355407714844,224.77078247070312,226.61038208007812,223.38787841796875
397,478.79412841796875,197.33116149902344,510.1763610839844,196.33114624023438
398,760.5844116210938,78.72307586669922,795.944580078125,75.22283172607422
399,724.096435546875,216.82122802734375,764.1997680664062,217.22463989257812
400,1113.0772705078125,291.48126220703125,1191.7276611328125,298.8808288574219
401,337.5284423828125,204.79171752929688,369.7914733886719,203.36717224121094
402,589.8248901367188,306.0327453613281,624.6504516601562,310.2439270019531
403,673.1382446289062,269.1929626464844,710.005615234375,271.5265808105469
404,275.360595703125,178.5412139892578,310.41522216796875,177.2675018310547
405,432.3958435058594,257.921875,463.0227966308594,258.0223693847656
406,739.322509765625,328.26824951171875,783.9692993164062,336.50390625
407,548.6715087890625,205.36705017089844,580.7300415039062,204.6017303466797
408,426.5768737792969,232.3686981201172,457.5988464355469,231.59619140625
409,620.4789428710938,199.34861755371094,653.5613403320312,198.42147827148438
410,971.3961181640625,155.05955505371094,1025.3958740234375,152.0615234375
411,613.068359375,282.9836730957031,647.8802490234375,285.6422119140625
412,737.2393798828125,324.7872619628906,781.20654296875,332.45538330078125
413,155.8269500732422,65.29163360595703,194.14065551757812,65.96666717529297
414,1122.612548828125,236.3898468017578,1192.9217529296875,238.5996551513672
415,762.3905029296875,320.5770263671875,808.0015258789062,328.1161193847656
